bug_id,summary,description,severity_raw,severity,source,created_at,closed_at
synthetic#2958,performance slowdown noticed,performance slowdown noticed,normal,Medium,synthetic_severity,2024-11-02T15:03:27.101035,2024-11-08T15:03:27.101035
synthetic#2959,inconsistent results returned from api call,inconsistent results returned from api call,normal,Medium,synthetic_severity,2025-01-19T15:03:27.101045,2025-03-04T15:03:27.101045
synthetic#2960,ui alignment issue in settings dialog,ui alignment issue in settings dialog,minor,Low,synthetic_severity,2024-08-15T15:03:27.101055,2024-09-23T15:03:27.101055
synthetic#2961,module fails validation test,module fails validation test,normal,Medium,synthetic_severity,2025-03-09T15:03:27.101065,2025-03-20T15:03:27.101065
synthetic#2962,minor usability enhancement requested,minor usability enhancement requested,minor,Low,synthetic_severity,2025-06-26T15:03:27.101074,2025-09-03T15:03:27.101074
synthetic#2963,inconsistent results returned from api call,inconsistent results returned from api call,normal,Medium,synthetic_severity,2024-05-31T15:03:27.101084,2024-07-16T15:03:27.101084
synthetic#2964,incorrect output produced in edge cases,incorrect output produced in edge cases,normal,Medium,synthetic_severity,2023-06-01T15:03:27.101094,2023-07-29T15:03:27.101094
synthetic#2965,fails to connect intermittently,fails to connect intermittently,normal,Medium,synthetic_severity,2024-11-26T15:03:27.101104,2024-12-11T15:03:27.101104
synthetic#2966,fails to connect intermittently,fails to connect intermittently,normal,Medium,synthetic_severity,2026-01-23T15:03:27.101114,2026-01-26T15:03:27.101114
synthetic#2967,partial regression observed after update,partial regression observed after update,normal,Medium,synthetic_severity,2024-08-12T15:03:27.101123,2024-09-17T15:03:27.101123
synthetic#2968,warning message displayed incorrectly,warning message displayed incorrectly,normal,Medium,synthetic_severity,2024-11-12T15:03:27.101135,2024-12-27T15:03:27.101135
synthetic#2969,fails to connect intermittently,fails to connect intermittently,normal,Medium,synthetic_severity,2022-11-15T15:03:27.101149,2022-12-29T15:03:27.101149
synthetic#2970,cosmetic styling inconsistency,cosmetic styling inconsistency,minor,Low,synthetic_severity,2024-10-21T15:03:27.101160,2024-12-08T15:03:27.101160
synthetic#2971,application crashes immediately on launch,application crashes immediately on launch,blocker,High,synthetic_severity,2023-08-13T15:03:27.101171,2023-11-11T15:03:27.101171
synthetic#2972,partial regression observed after update,partial regression observed after update,normal,Medium,synthetic_severity,2025-10-16T15:03:27.101181,2025-12-31T15:03:27.101181
synthetic#2973,crash when accessing memory buffer,crash when accessing memory buffer,critical,High,synthetic_severity,2024-02-23T15:03:27.101191,2024-03-13T15:03:27.101191
synthetic#2974,warning message displayed incorrectly,warning message displayed incorrectly,normal,Medium,synthetic_severity,2022-12-20T15:03:27.101201,2023-02-22T15:03:27.101201
synthetic#2975,unexpected behavior under specific conditions,unexpected behavior under specific conditions,normal,Medium,synthetic_severity,2024-11-07T15:03:27.101210,2025-01-24T15:03:27.101210
synthetic#2976,fails to connect intermittently,fails to connect intermittently,normal,Medium,synthetic_severity,2024-03-06T15:03:27.101220,2024-03-09T15:03:27.101220
synthetic#2977,application crashes immediately on launch,application crashes immediately on launch,major,High,synthetic_severity,2023-05-06T15:03:27.101230,2023-07-15T15:03:27.101230
synthetic#2978,incorrect output produced in edge cases,incorrect output produced in edge cases,normal,Medium,synthetic_severity,2024-09-26T15:03:27.101240,2024-12-06T15:03:27.101240
synthetic#2979,blocking production deployment,blocking production deployment,blocker,High,synthetic_severity,2024-06-13T15:03:27.101250,2024-06-29T15:03:27.101250
synthetic#2980,system freeze during execution,system freeze during execution,blocker,High,synthetic_severity,2024-06-16T15:03:27.101260,2024-07-14T15:03:27.101260
synthetic#2981,incorrect output produced in edge cases,incorrect output produced in edge cases,normal,Medium,synthetic_severity,2024-09-13T15:03:27.101273,2024-10-02T15:03:27.101273
synthetic#2982,unexpected behavior under specific conditions,unexpected behavior under specific conditions,normal,Medium,synthetic_severity,2025-12-05T15:03:27.101282,2025-12-15T15:03:27.101282
synthetic#2983,partial regression observed after update,partial regression observed after update,normal,Medium,synthetic_severity,2025-02-17T15:03:27.101292,2025-04-02T15:03:27.101292
synthetic#2984,unexpected behavior under specific conditions,unexpected behavior under specific conditions,normal,Medium,synthetic_severity,2023-08-30T15:03:27.101302,2023-09-28T15:03:27.101302
synthetic#2985,crash when accessing memory buffer,crash when accessing memory buffer,blocker,High,synthetic_severity,2025-06-07T15:03:27.101312,2025-08-26T15:03:27.101312
synthetic#2986,module fails validation test,module fails validation test,normal,Medium,synthetic_severity,2025-09-10T15:03:27.101321,2025-10-15T15:03:27.101321
synthetic#2987,minor layout bug in window rendering,minor layout bug in window rendering,minor,Low,synthetic_severity,2024-12-31T15:03:27.101331,2025-01-24T15:03:27.101331
synthetic#2988,warning message displayed incorrectly,warning message displayed incorrectly,normal,Medium,synthetic_severity,2024-03-01T15:03:27.101344,2024-05-05T15:03:27.101344
synthetic#2989,network failure causing cluster downtime,network failure causing cluster downtime,critical,High,synthetic_severity,2025-03-01T15:03:27.101354,2025-03-11T15:03:27.101354
synthetic#2990,data loss observed when saving file,data loss observed when saving file,critical,High,synthetic_severity,2024-04-28T15:03:27.101364,2024-05-14T15:03:27.101364
synthetic#2991,inconsistent results returned from api call,inconsistent results returned from api call,normal,Medium,synthetic_severity,2024-06-16T15:03:27.101374,2024-08-29T15:03:27.101374
synthetic#2992,module fails validation test,module fails validation test,normal,Medium,synthetic_severity,2023-12-23T15:03:27.101384,2024-03-15T15:03:27.101384
synthetic#2993,module fails validation test,module fails validation test,normal,Medium,synthetic_severity,2023-12-20T15:03:27.101393,2024-03-15T15:03:27.101393
synthetic#2994,partial regression observed after update,partial regression observed after update,normal,Medium,synthetic_severity,2023-10-15T15:03:27.101407,2023-10-19T15:03:27.101407
synthetic#2995,incorrect output produced in edge cases,incorrect output produced in edge cases,normal,Medium,synthetic_severity,2023-04-23T15:03:27.101417,2023-06-06T15:03:27.101417
synthetic#2996,incorrect output produced in edge cases,incorrect output produced in edge cases,normal,Medium,synthetic_severity,2024-03-02T15:03:27.101427,2024-05-26T15:03:27.101427
synthetic#2997,warning message displayed incorrectly,warning message displayed incorrectly,normal,Medium,synthetic_severity,2025-09-14T15:03:27.101437,2025-11-07T15:03:27.101437
synthetic#2998,crash when accessing memory buffer,crash when accessing memory buffer,critical,High,synthetic_severity,2023-01-23T15:03:27.101447,2023-01-31T15:03:27.101447
synthetic#2999,performance slowdown noticed,performance slowdown noticed,normal,Medium,synthetic_severity,2024-01-27T15:03:27.101458,2024-03-08T15:03:27.101458
synthetic#3000,data loss observed when saving file,data loss observed when saving file,major,High,synthetic_severity,2025-06-24T15:03:27.101469,2025-07-28T15:03:27.101469
synthetic#3001,outage impacting multiple users,outage impacting multiple users,major,High,synthetic_severity,2025-11-03T15:03:27.101479,2025-12-17T15:03:27.101479
synthetic#3002,partial regression observed after update,partial regression observed after update,normal,Medium,synthetic_severity,2024-07-05T15:03:27.101488,2024-09-14T15:03:27.101488
synthetic#3003,warning message displayed incorrectly,warning message displayed incorrectly,normal,Medium,synthetic_severity,2024-01-22T15:03:27.101498,2024-03-26T15:03:27.101498
synthetic#3004,partial regression observed after update,partial regression observed after update,normal,Medium,synthetic_severity,2024-01-10T15:03:27.101508,2024-03-09T15:03:27.101508
synthetic#3005,application crashes immediately on launch,application crashes immediately on launch,major,High,synthetic_severity,2024-11-02T15:03:27.101517,2024-11-23T15:03:27.101517
synthetic#3006,inconsistent results returned from api call,inconsistent results returned from api call,normal,Medium,synthetic_severity,2025-07-20T15:03:27.101527,2025-08-15T15:03:27.101527
synthetic#3007,partial regression observed after update,partial regression observed after update,normal,Medium,synthetic_severity,2025-10-01T15:03:27.101540,2025-12-17T15:03:27.101540
synthetic#3008,ui alignment issue in settings dialog,ui alignment issue in settings dialog,minor,Low,synthetic_severity,2022-12-03T15:03:27.101551,2022-12-17T15:03:27.101551
synthetic#3009,unexpected behavior under specific conditions,unexpected behavior under specific conditions,normal,Medium,synthetic_severity,2025-01-23T15:03:27.101561,2025-02-08T15:03:27.101561
synthetic#3010,incorrect output produced in edge cases,incorrect output produced in edge cases,normal,Medium,synthetic_severity,2024-09-22T15:03:27.101571,2024-10-18T15:03:27.101571
synthetic#3011,fails to connect intermittently,fails to connect intermittently,normal,Medium,synthetic_severity,2023-03-28T15:03:27.101581,2023-04-07T15:03:27.101581
synthetic#3012,unexpected behavior under specific conditions,unexpected behavior under specific conditions,normal,Medium,synthetic_severity,2025-06-09T15:03:27.101591,2025-08-26T15:03:27.101591
synthetic#3013,network failure causing cluster downtime,network failure causing cluster downtime,critical,High,synthetic_severity,2025-02-05T15:03:27.101604,2025-03-13T15:03:27.101604
synthetic#3014,data loss observed when saving file,data loss observed when saving file,major,High,synthetic_severity,2024-11-05T15:03:27.101614,2025-02-02T15:03:27.101614
synthetic#3015,ui alignment issue in settings dialog,ui alignment issue in settings dialog,trivial,Low,synthetic_severity,2025-08-18T15:03:27.101624,2025-10-09T15:03:27.101624
synthetic#3016,module fails validation test,module fails validation test,normal,Medium,synthetic_severity,2025-03-03T15:03:27.101633,2025-05-17T15:03:27.101633
synthetic#3017,incorrect output produced in edge cases,incorrect output produced in edge cases,normal,Medium,synthetic_severity,2025-12-02T15:03:27.101643,2025-12-09T15:03:27.101643
synthetic#3018,performance slowdown noticed,performance slowdown noticed,normal,Medium,synthetic_severity,2024-11-17T15:03:27.101653,2024-12-02T15:03:27.101653
synthetic#3019,incorrect output produced in edge cases,incorrect output produced in edge cases,normal,Medium,synthetic_severity,2024-08-14T15:03:27.101662,2024-09-09T15:03:27.101662
synthetic#3020,major performance degradation under high load,major performance degradation under high load,major,High,synthetic_severity,2023-11-26T15:03:27.101674,2024-01-30T15:03:27.101674
synthetic#3021,fails to connect intermittently,fails to connect intermittently,normal,Medium,synthetic_severity,2024-03-09T15:03:27.101684,2024-05-16T15:03:27.101684
synthetic#3022,improvement suggestion added by user,improvement suggestion added by user,minor,Low,synthetic_severity,2024-08-19T15:03:27.101695,2024-09-28T15:03:27.101695
synthetic#3023,inconsistent results returned from api call,inconsistent results returned from api call,normal,Medium,synthetic_severity,2022-10-17T15:03:27.101704,2022-12-18T15:03:27.101704
synthetic#3024,incorrect output produced in edge cases,incorrect output produced in edge cases,normal,Medium,synthetic_severity,2025-07-11T15:03:27.101721,2025-10-06T15:03:27.101721
synthetic#3025,performance slowdown noticed,performance slowdown noticed,normal,Medium,synthetic_severity,2024-10-27T15:03:27.101748,2024-12-01T15:03:27.101748
synthetic#3026,unexpected behavior under specific conditions,unexpected behavior under specific conditions,normal,Medium,synthetic_severity,2025-07-03T15:03:27.101760,2025-07-12T15:03:27.101760
synthetic#3027,module fails validation test,module fails validation test,normal,Medium,synthetic_severity,2025-01-17T15:03:27.101772,2025-04-06T15:03:27.101772
synthetic#3028,data loss observed when saving file,data loss observed when saving file,critical,High,synthetic_severity,2024-05-12T15:03:27.101782,2024-06-19T15:03:27.101782
synthetic#3029,inconsistent results returned from api call,inconsistent results returned from api call,normal,Medium,synthetic_severity,2024-10-30T15:03:27.101792,2025-01-16T15:03:27.101792
synthetic#3030,partial regression observed after update,partial regression observed after update,normal,Medium,synthetic_severity,2025-12-07T15:03:27.101802,2026-02-11T15:03:27.101802
synthetic#3031,warning message displayed incorrectly,warning message displayed incorrectly,normal,Medium,synthetic_severity,2024-05-15T15:03:27.101812,2024-05-19T15:03:27.101812
synthetic#3032,partial regression observed after update,partial regression observed after update,normal,Medium,synthetic_severity,2024-02-16T15:03:27.101821,2024-03-01T15:03:27.101821
synthetic#3033,unexpected behavior under specific conditions,unexpected behavior under specific conditions,normal,Medium,synthetic_severity,2023-03-19T15:03:27.101831,2023-06-07T15:03:27.101831
synthetic#3034,fails to connect intermittently,fails to connect intermittently,normal,Medium,synthetic_severity,2025-09-22T15:03:27.101841,2025-11-19T15:03:27.101841
synthetic#3035,performance slowdown noticed,performance slowdown noticed,normal,Medium,synthetic_severity,2024-02-09T15:03:27.101850,2024-04-22T15:03:27.101850
synthetic#3036,partial regression observed after update,partial regression observed after update,normal,Medium,synthetic_severity,2025-09-12T15:03:27.101860,2025-09-21T15:03:27.101860
synthetic#3037,incorrect output produced in edge cases,incorrect output produced in edge cases,normal,Medium,synthetic_severity,2024-09-10T15:03:27.101870,2024-10-23T15:03:27.101870
synthetic#3038,unexpected behavior under specific conditions,unexpected behavior under specific conditions,normal,Medium,synthetic_severity,2025-06-22T15:03:27.101880,2025-07-08T15:03:27.101880
synthetic#3039,warning message displayed incorrectly,warning message displayed incorrectly,normal,Medium,synthetic_severity,2024-01-03T15:03:27.101889,2024-02-15T15:03:27.101889
synthetic#3040,fails to connect intermittently,fails to connect intermittently,normal,Medium,synthetic_severity,2024-02-28T15:03:27.101899,2024-04-09T15:03:27.101899
synthetic#3041,partial regression observed after update,partial regression observed after update,normal,Medium,synthetic_severity,2023-05-29T15:03:27.101909,2023-08-03T15:03:27.101909
synthetic#3042,incorrect output produced in edge cases,incorrect output produced in edge cases,normal,Medium,synthetic_severity,2024-08-30T15:03:27.101919,2024-09-30T15:03:27.101919
synthetic#3043,inconsistent results returned from api call,inconsistent results returned from api call,normal,Medium,synthetic_severity,2023-10-12T15:03:27.101929,2023-10-26T15:03:27.101929
synthetic#3044,performance slowdown noticed,performance slowdown noticed,normal,Medium,synthetic_severity,2023-12-11T15:03:27.101950,2024-02-16T15:03:27.101950
synthetic#3045,critical security vulnerability allows privilege escalation,critical security vulnerability allows privilege escalation,critical,High,synthetic_severity,2023-12-25T15:03:27.101964,2024-01-12T15:03:27.101964
synthetic#3046,module fails validation test,module fails validation test,normal,Medium,synthetic_severity,2025-04-02T15:03:27.101979,2025-06-10T15:03:27.101979
synthetic#3047,partial regression observed after update,partial regression observed after update,normal,Medium,synthetic_severity,2023-05-12T15:03:27.101989,2023-08-02T15:03:27.101989
synthetic#3048,system freeze during execution,system freeze during execution,major,High,synthetic_severity,2025-01-05T15:03:27.101999,2025-03-05T15:03:27.101999
synthetic#3049,incorrect output produced in edge cases,incorrect output produced in edge cases,normal,Medium,synthetic_severity,2022-12-16T15:03:27.102009,2023-03-14T15:03:27.102009
synthetic#3050,ui alignment issue in settings dialog,ui alignment issue in settings dialog,trivial,Low,synthetic_severity,2024-12-20T15:03:27.102019,2025-01-31T15:03:27.102019
synthetic#3051,partial regression observed after update,partial regression observed after update,normal,Medium,synthetic_severity,2023-03-29T15:03:27.102029,2023-05-26T15:03:27.102029
synthetic#3052,performance slowdown noticed,performance slowdown noticed,normal,Medium,synthetic_severity,2022-12-08T15:03:27.102039,2022-12-19T15:03:27.102039
synthetic#3053,performance slowdown noticed,performance slowdown noticed,normal,Medium,synthetic_severity,2025-06-18T15:03:27.102048,2025-08-10T15:03:27.102048
synthetic#3054,system freeze during execution,system freeze during execution,major,High,synthetic_severity,2024-06-23T15:03:27.102058,2024-08-31T15:03:27.102058
synthetic#3055,inconsistent results returned from api call,inconsistent results returned from api call,normal,Medium,synthetic_severity,2024-09-13T15:03:27.102067,2024-11-18T15:03:27.102067
synthetic#3056,outage impacting multiple users,outage impacting multiple users,critical,High,synthetic_severity,2025-04-12T15:03:27.102077,2025-05-15T15:03:27.102077
synthetic#3057,critical security vulnerability allows privilege escalation,critical security vulnerability allows privilege escalation,blocker,High,synthetic_severity,2025-10-01T15:03:27.102087,2025-11-13T15:03:27.102087
synthetic#3058,warning message displayed incorrectly,warning message displayed incorrectly,normal,Medium,synthetic_severity,2023-09-19T15:03:27.102097,2023-10-29T15:03:27.102097
synthetic#3059,inconsistent results returned from api call,inconsistent results returned from api call,normal,Medium,synthetic_severity,2024-03-28T15:03:27.102107,2024-04-13T15:03:27.102107
synthetic#3060,crash when accessing memory buffer,crash when accessing memory buffer,blocker,High,synthetic_severity,2024-10-10T15:03:27.102116,2024-12-23T15:03:27.102116
synthetic#3061,performance slowdown noticed,performance slowdown noticed,normal,Medium,synthetic_severity,2023-05-16T15:03:27.102127,2023-07-26T15:03:27.102127
synthetic#3062,minor usability enhancement requested,minor usability enhancement requested,minor,Low,synthetic_severity,2024-01-25T15:03:27.102136,2024-03-13T15:03:27.102136
synthetic#3063,incorrect output produced in edge cases,incorrect output produced in edge cases,normal,Medium,synthetic_severity,2025-08-31T15:03:27.102146,2025-11-20T15:03:27.102146
synthetic#3064,unexpected behavior under specific conditions,unexpected behavior under specific conditions,normal,Medium,synthetic_severity,2023-06-15T15:03:27.102156,2023-08-31T15:03:27.102156
synthetic#3065,incorrect output produced in edge cases,incorrect output produced in edge cases,normal,Medium,synthetic_severity,2023-01-04T15:03:27.102166,2023-01-12T15:03:27.102166
synthetic#3066,critical security vulnerability allows privilege escalation,critical security vulnerability allows privilege escalation,critical,High,synthetic_severity,2022-11-10T15:03:27.102179,2022-12-21T15:03:27.102179
synthetic#3067,network failure causing cluster downtime,network failure causing cluster downtime,critical,High,synthetic_severity,2022-12-31T15:03:27.102189,2023-02-22T15:03:27.102189
synthetic#3068,incorrect output produced in edge cases,incorrect output produced in edge cases,normal,Medium,synthetic_severity,2024-05-10T15:03:27.102199,2024-06-15T15:03:27.102199
synthetic#3069,module fails validation test,module fails validation test,normal,Medium,synthetic_severity,2025-09-12T15:03:27.102210,2025-09-15T15:03:27.102210
synthetic#3070,incorrect output produced in edge cases,incorrect output produced in edge cases,normal,Medium,synthetic_severity,2023-07-05T15:03:27.102220,2023-07-11T15:03:27.102220
synthetic#3071,inconsistent results returned from api call,inconsistent results returned from api call,normal,Medium,synthetic_severity,2024-12-27T15:03:27.102233,2025-02-07T15:03:27.102233
synthetic#3072,incorrect output produced in edge cases,incorrect output produced in edge cases,normal,Medium,synthetic_severity,2026-01-15T15:03:27.102243,2026-03-15T15:03:27.102243
synthetic#3073,unexpected behavior under specific conditions,unexpected behavior under specific conditions,normal,Medium,synthetic_severity,2023-05-22T15:03:27.102254,2023-06-08T15:03:27.102254
synthetic#3074,warning message displayed incorrectly,warning message displayed incorrectly,normal,Medium,synthetic_severity,2024-05-08T15:03:27.102263,2024-06-02T15:03:27.102263
synthetic#3075,major performance degradation under high load,major performance degradation under high load,critical,High,synthetic_severity,2023-10-16T15:03:27.102273,2023-11-13T15:03:27.102273
synthetic#3076,partial regression observed after update,partial regression observed after update,normal,Medium,synthetic_severity,2025-01-22T15:03:27.102283,2025-04-16T15:03:27.102283
synthetic#3077,warning message displayed incorrectly,warning message displayed incorrectly,normal,Medium,synthetic_severity,2025-01-03T15:03:27.102295,2025-03-11T15:03:27.102295
synthetic#3078,inconsistent results returned from api call,inconsistent results returned from api call,normal,Medium,synthetic_severity,2024-05-05T15:03:27.102304,2024-07-23T15:03:27.102304
synthetic#3079,incorrect output produced in edge cases,incorrect output produced in edge cases,normal,Medium,synthetic_severity,2024-04-20T15:03:27.102314,2024-05-28T15:03:27.102314
synthetic#3080,incorrect output produced in edge cases,incorrect output produced in edge cases,normal,Medium,synthetic_severity,2025-07-19T15:03:27.102324,2025-09-16T15:03:27.102324
synthetic#3081,incorrect output produced in edge cases,incorrect output produced in edge cases,normal,Medium,synthetic_severity,2024-04-04T15:03:27.102334,2024-06-12T15:03:27.102334
synthetic#3082,minor layout bug in window rendering,minor layout bug in window rendering,minor,Low,synthetic_severity,2024-02-19T15:03:27.102344,2024-03-16T15:03:27.102344
synthetic#3083,incorrect output produced in edge cases,incorrect output produced in edge cases,normal,Medium,synthetic_severity,2023-12-07T15:03:27.102353,2023-12-18T15:03:27.102353
synthetic#3084,partial regression observed after update,partial regression observed after update,normal,Medium,synthetic_severity,2025-02-07T15:03:27.102363,2025-05-07T15:03:27.102363
synthetic#3085,fails to connect intermittently,fails to connect intermittently,normal,Medium,synthetic_severity,2025-06-02T15:03:27.102376,2025-06-06T15:03:27.102376
synthetic#3086,performance slowdown noticed,performance slowdown noticed,normal,Medium,synthetic_severity,2023-06-23T15:03:27.102386,2023-08-18T15:03:27.102386
synthetic#3087,inconsistent results returned from api call,inconsistent results returned from api call,normal,Medium,synthetic_severity,2023-05-30T15:03:27.102396,2023-06-19T15:03:27.102396
synthetic#3088,blocking production deployment,blocking production deployment,blocker,High,synthetic_severity,2025-10-23T15:03:27.102405,2026-01-14T15:03:27.102405
synthetic#3089,major performance degradation under high load,major performance degradation under high load,critical,High,synthetic_severity,2024-03-21T15:03:27.102415,2024-03-26T15:03:27.102415
synthetic#3090,unexpected behavior under specific conditions,unexpected behavior under specific conditions,normal,Medium,synthetic_severity,2025-05-05T15:03:27.102425,2025-07-28T15:03:27.102425
synthetic#3091,module fails validation test,module fails validation test,normal,Medium,synthetic_severity,2025-05-25T15:03:27.102435,2025-06-25T15:03:27.102435
synthetic#3092,incorrect output produced in edge cases,incorrect output produced in edge cases,normal,Medium,synthetic_severity,2024-01-17T15:03:27.102444,2024-03-30T15:03:27.102444
synthetic#3093,performance slowdown noticed,performance slowdown noticed,normal,Medium,synthetic_severity,2025-01-04T15:03:27.102454,2025-04-02T15:03:27.102454
synthetic#3094,module fails validation test,module fails validation test,normal,Medium,synthetic_severity,2023-10-08T15:03:27.102464,2023-11-05T15:03:27.102464
synthetic#3095,application crashes immediately on launch,application crashes immediately on launch,major,High,synthetic_severity,2023-10-13T15:03:27.102474,2024-01-02T15:03:27.102474
synthetic#3096,improvement suggestion added by user,improvement suggestion added by user,minor,Low,synthetic_severity,2024-05-08T15:03:27.102487,2024-06-17T15:03:27.102487
synthetic#3097,blocking production deployment,blocking production deployment,major,High,synthetic_severity,2023-06-25T15:03:27.102497,2023-08-29T15:03:27.102497
synthetic#3098,fails to connect intermittently,fails to connect intermittently,normal,Medium,synthetic_severity,2025-08-17T15:03:27.102507,2025-11-13T15:03:27.102507
synthetic#3099,ui alignment issue in settings dialog,ui alignment issue in settings dialog,minor,Low,synthetic_severity,2023-05-17T15:03:27.102516,2023-07-23T15:03:27.102516
synthetic#3100,unexpected behavior under specific conditions,unexpected behavior under specific conditions,normal,Medium,synthetic_severity,2025-11-21T15:03:27.102526,2025-12-03T15:03:27.102526
synthetic#3101,incorrect output produced in edge cases,incorrect output produced in edge cases,normal,Medium,synthetic_severity,2022-11-18T15:03:27.102535,2022-12-28T15:03:27.102535
synthetic#3102,unexpected behavior under specific conditions,unexpected behavior under specific conditions,normal,Medium,synthetic_severity,2024-07-21T15:03:27.102545,2024-09-19T15:03:27.102545
synthetic#3103,partial regression observed after update,partial regression observed after update,normal,Medium,synthetic_severity,2023-02-11T15:03:27.102555,2023-04-06T15:03:27.102555
synthetic#3104,system freeze during execution,system freeze during execution,major,High,synthetic_severity,2023-07-15T15:03:27.102564,2023-09-13T15:03:27.102564
synthetic#3105,crash when accessing memory buffer,crash when accessing memory buffer,major,High,synthetic_severity,2024-11-13T15:03:27.102576,2025-01-14T15:03:27.102576
synthetic#3106,partial regression observed after update,partial regression observed after update,normal,Medium,synthetic_severity,2023-07-29T15:03:27.102585,2023-09-15T15:03:27.102585
synthetic#3107,crash when accessing memory buffer,crash when accessing memory buffer,critical,High,synthetic_severity,2024-06-11T15:03:27.102595,2024-07-10T15:03:27.102595
synthetic#3108,inconsistent results returned from api call,inconsistent results returned from api call,normal,Medium,synthetic_severity,2024-12-06T15:03:27.102605,2025-02-16T15:03:27.102605
synthetic#3109,partial regression observed after update,partial regression observed after update,normal,Medium,synthetic_severity,2023-03-31T15:03:27.102619,2023-06-03T15:03:27.102619
synthetic#3110,inconsistent results returned from api call,inconsistent results returned from api call,normal,Medium,synthetic_severity,2024-07-26T15:03:27.102629,2024-08-04T15:03:27.102629
synthetic#3111,cosmetic styling inconsistency,cosmetic styling inconsistency,minor,Low,synthetic_severity,2024-01-18T15:03:27.102639,2024-03-01T15:03:27.102639
synthetic#3112,major performance degradation under high load,major performance degradation under high load,critical,High,synthetic_severity,2023-03-06T15:03:27.102648,2023-05-13T15:03:27.102648
synthetic#3113,module fails validation test,module fails validation test,normal,Medium,synthetic_severity,2023-02-03T15:03:27.102658,2023-04-01T15:03:27.102658
synthetic#3114,minor usability enhancement requested,minor usability enhancement requested,trivial,Low,synthetic_severity,2022-11-06T15:03:27.102668,2022-11-25T15:03:27.102668
synthetic#3115,module fails validation test,module fails validation test,normal,Medium,synthetic_severity,2024-02-24T15:03:27.102678,2024-03-12T15:03:27.102678
synthetic#3116,typo in documentation,typo in documentation,minor,Low,synthetic_severity,2023-05-24T15:03:27.102687,2023-08-21T15:03:27.102687
synthetic#3117,partial regression observed after update,partial regression observed after update,normal,Medium,synthetic_severity,2024-03-19T15:03:27.102697,2024-05-26T15:03:27.102697
synthetic#3118,performance slowdown noticed,performance slowdown noticed,normal,Medium,synthetic_severity,2024-09-10T15:03:27.102707,2024-10-23T15:03:27.102707
synthetic#3119,module fails validation test,module fails validation test,normal,Medium,synthetic_severity,2023-03-27T15:03:27.102717,2023-04-24T15:03:27.102717
synthetic#3120,module fails validation test,module fails validation test,normal,Medium,synthetic_severity,2024-01-27T15:03:27.102727,2024-02-28T15:03:27.102727
synthetic#3121,fails to connect intermittently,fails to connect intermittently,normal,Medium,synthetic_severity,2023-06-25T15:03:27.102737,2023-07-17T15:03:27.102737
synthetic#3122,data loss observed when saving file,data loss observed when saving file,critical,High,synthetic_severity,2023-06-27T15:03:27.102749,2023-06-30T15:03:27.102749
synthetic#3123,inconsistent results returned from api call,inconsistent results returned from api call,normal,Medium,synthetic_severity,2025-05-06T15:03:27.102759,2025-07-17T15:03:27.102759
synthetic#3124,system freeze during execution,system freeze during execution,major,High,synthetic_severity,2024-04-12T15:03:27.102770,2024-06-06T15:03:27.102770
synthetic#3125,partial regression observed after update,partial regression observed after update,normal,Medium,synthetic_severity,2023-09-26T15:03:27.102780,2023-11-07T15:03:27.102780
synthetic#3126,outage impacting multiple users,outage impacting multiple users,critical,High,synthetic_severity,2024-09-22T15:03:27.102789,2024-12-19T15:03:27.102789
synthetic#3127,inconsistent results returned from api call,inconsistent results returned from api call,normal,Medium,synthetic_severity,2023-10-26T15:03:27.102799,2023-11-06T15:03:27.102799
synthetic#3128,performance slowdown noticed,performance slowdown noticed,normal,Medium,synthetic_severity,2024-07-25T15:03:27.102809,2024-09-14T15:03:27.102809
synthetic#3129,module fails validation test,module fails validation test,normal,Medium,synthetic_severity,2024-05-12T15:03:27.102818,2024-06-22T15:03:27.102818
synthetic#3130,inconsistent results returned from api call,inconsistent results returned from api call,normal,Medium,synthetic_severity,2022-11-29T15:03:27.102828,2023-01-05T15:03:27.102828
synthetic#3131,module fails validation test,module fails validation test,normal,Medium,synthetic_severity,2023-11-20T15:03:27.102839,2024-01-16T15:03:27.102839
synthetic#3132,partial regression observed after update,partial regression observed after update,normal,Medium,synthetic_severity,2023-06-21T15:03:27.102848,2023-07-02T15:03:27.102848
synthetic#3133,warning message displayed incorrectly,warning message displayed incorrectly,normal,Medium,synthetic_severity,2025-05-10T15:03:27.102858,2025-06-01T15:03:27.102858
synthetic#3134,minor usability enhancement requested,minor usability enhancement requested,minor,Low,synthetic_severity,2024-10-15T15:03:27.102867,2024-11-29T15:03:27.102867
synthetic#3135,major performance degradation under high load,major performance degradation under high load,critical,High,synthetic_severity,2023-02-05T15:03:27.102877,2023-05-06T15:03:27.102877
synthetic#3136,unexpected behavior under specific conditions,unexpected behavior under specific conditions,normal,Medium,synthetic_severity,2022-11-07T15:03:27.102887,2023-01-29T15:03:27.102887
synthetic#3137,incorrect output produced in edge cases,incorrect output produced in edge cases,normal,Medium,synthetic_severity,2023-06-25T15:03:27.102897,2023-08-04T15:03:27.102897
synthetic#3138,crash when accessing memory buffer,crash when accessing memory buffer,critical,High,synthetic_severity,2023-04-07T15:03:27.102906,2023-05-28T15:03:27.102906
synthetic#3139,unexpected behavior under specific conditions,unexpected behavior under specific conditions,normal,Medium,synthetic_severity,2023-03-17T15:03:27.102917,2023-03-20T15:03:27.102917
